id,player_cost,first_name,second_name,player_form,status,minutes,player_position,goals_scored,assists,clean_sheets,expected_goals,expected_assists,goals_conceded,expected_goals_conceded,influence,creativity,threat,bonus,penalties_saved,saves,yellow_cards,red_cards,gw1_points,gw2_points,gw3_points,gw4_points,gw5_points,team_name,team_form,team_strength,total_points
376,4.4,Victor,Lindelöf,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Man Utd,,3,0.0
377,4.9,Harry,Maguire,0.3,Available,195,DEF,0,0,1,0.04,0.02,1,2.30,40.6,14.5,10.0,0,0,0,2,0,5.0,2.0,1.0,0.0,0.0,Man Utd,,3,8.0
378,5.4,Kobbie,Mainoo,2.0,Available,443,MID,0,0,3,0.12,0.33,5,6.33,49.4,29.1,15.0,0,0,0,3,0,3.0,1.0,1.0,2.0,3.0,Man Utd,,3,10.0
379,4.4,Tyrell,Malacia,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Man Utd,,3,0.0
380,4.5,Lisandro,Martínez,3.7,Available,436,DEF,0,0,3,0.55,0.23,5,6.39,76.6,19.2,37.0,1,0,0,2,0,7.0,1.0,0.0,6.0,5.0,Man Utd,,3,19.0
381,4.9,Scott,McTominay,0.0,Unavailable,17,MID,0,0,0,0.07,0.00,1,0.66,3.2,0.3,5.0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,Man Utd,,3,2.0
382,6.3,Mason,Mount,0.0,Available,105,MID,0,0,1,0.39,0.03,1,1.02,13.0,23.7,42.0,0,0,0,1,0,2.0,1.0,0.0,0.0,0.0,Man Utd,,3,3.0
383,5.0,André,Onana,7.7,Available,450,GKP,0,0,3,0.00,0.00,5,6.39,132.0,0.0,0.0,3,1,11,0,0,6.0,1.0,1.0,13.0,9.0,Man Utd,,3,30.0
384,5.0,Facundo,Pellistri Rebollo,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Man Utd,,3,0.0
385,6.9,Marcus,Rashford,3.7,Available,345,MID,1,0,2,0.40,0.77,4,5.46,62.4,70.9,58.0,0,0,0,0,0,3.0,2.0,2.0,8.0,1.0,Man Utd,,3,16.0
387,4.9,Luke,Shaw,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Man Utd,,3,0.0
389,7.0,Joshua,Zirkzee,1.7,Available,309,FWD,1,0,2,2.19,0.30,4,4.10,66.0,69.7,126.0,3,0,0,1,0,8.0,1.0,1.0,2.0,2.0,Man Utd,,3,14.0
572,4.4,Leny,Yoro,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Man Utd,,3,0.0
593,5.0,Matthijs,de Ligt,7.0,Available,264,DEF,1,0,2,0.95,0.00,4,4.09,98.0,11.9,135.0,3,0,0,1,0,1.0,1.0,0.0,15.0,6.0,Man Utd,,3,23.0
594,4.6,Noussair,Mazraoui,4.3,Available,423,DEF,0,1,3,0.20,0.46,5,6.33,89.8,48.6,44.0,2,0,0,0,0,8.0,4.0,1.0,6.0,6.0,Man Utd,,3,25.0
613,4.5,Toby,Collyer,0.3,Available,45,MID,0,0,0,0.00,0.01,1,1.03,14.2,12.6,2.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,Man Utd,,3,1.0
648,4.5,Ethan,Wheatley,0.0,Available,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,0.0,Man Utd,,3,0.0
652,5.0,Manuel,Ugarte,1.0,Available,31,MID,0,0,0,0.00,0.00,0,0.14,8.4,5.7,0.0,0,0,0,0,0,,,,1.0,1.0,Man Utd,,3,2.0
390,4.0,Alex,Murphy,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
391,5.7,Miguel,Almirón Rejala,0.5,Available,2,MID,0,0,0,0.00,0.00,0,0.08,0.4,0.3,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,Newcastle,,4,2.0
392,6.5,Harvey,Barnes,8.0,Available,247,MID,3,1,0,1.02,0.66,4,5.16,140.8,81.8,102.0,8,0,0,0,0,1.0,5.0,9.0,8.0,10.0,Newcastle,,4,33.0
393,4.4,Sven,Botman,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
394,6.3,Bruno,Guimarães Rodriguez Moura,3.0,Available,446,MID,0,1,1,0.18,0.38,6,8.42,87.8,49.2,19.0,2,0,0,1,0,3.0,2.0,1.0,7.0,2.0,Newcastle,,4,15.0
395,4.5,Dan,Burn,0.8,Available,450,DEF,0,0,1,0.34,0.09,6,8.54,95.8,3.3,56.0,0,0,0,3,0,5.0,1.0,0.0,1.0,1.0,Newcastle,,4,8.0
396,4.3,Martin,Dúbravka,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
398,7.3,Anthony,Gordon,4.0,Available,419,MID,1,0,1,1.22,0.97,5,7.56,80.8,178.6,83.0,3,0,0,0,0,3.0,10.0,2.0,2.0,2.0,Newcastle,,4,19.0
399,4.4,Lewis,Hall,1.2,Available,247,DEF,0,0,1,0.00,0.18,2,4.02,66.6,61.3,4.0,0,0,0,1,0,5.0,1.0,1.0,2.0,1.0,Newcastle,,4,10.0
400,4.5,Isaac,Hayden,0.0,Available,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
401,8.3,Alexander,Isak,3.5,Available,405,FWD,1,1,1,1.41,0.30,6,8.18,77.0,51.9,116.0,3,0,0,0,0,5.0,2.0,9.0,1.0,2.0,Newcastle,,4,19.0
402,5.2,Jacob,Murphy,2.5,Available,250,MID,0,2,0,0.22,0.98,3,3.63,55.0,60.5,38.0,0,0,0,1,0,1.0,1.0,4.0,1.0,4.0,Newcastle,,4,11.0
403,6.0,Joelinton Cássio,Apolinário de Lira,1.0,Available,388,MID,1,0,1,0.39,0.08,5,7.58,81.8,49.9,51.0,3,0,0,3,0,11.0,1.0,1.0,0.0,2.0,Newcastle,,4,15.0
404,4.5,Lloyd,Kelly,1.8,Available,203,DEF,0,1,0,0.19,0.10,4,4.64,56.8,16.7,7.0,0,0,0,1,0,1.0,2.0,4.0,1.0,0.0,Newcastle,,4,8.0
405,4.5,Emil,Krafth,1.0,Available,240,DEF,0,0,1,0.04,0.03,2,5.07,44.2,10.9,11.0,0,0,0,0,0,6.0,2.0,2.0,0.0,0.0,Newcastle,,4,10.0
406,4.5,Garang,Kuol,0.0,Available,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
407,4.5,Jamaal,Lascelles,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
408,4.0,Jamal,Lewis,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
409,4.5,Tino,Livramento,1.5,Available,316,DEF,0,0,1,0.00,0.01,4,5.63,68.8,16.1,0.0,1,0,0,0,0,7.0,1.0,2.0,2.0,1.0,Newcastle,,4,13.0
410,4.9,Sean,Longstaff,1.0,Available,271,MID,0,0,1,0.00,0.03,3,5.20,29.4,18.2,6.0,0,0,0,1,0,3.0,2.0,1.0,1.0,0.0,Newcastle,,4,7.0
411,5.0,Lewis,Miley,0.0,Injured,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
412,4.4,Odysseas,Vlachodimos,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
413,5.0,Nick,Pope,3.2,Available,450,GKP,0,0,1,0.00,0.00,6,8.54,172.2,0.0,0.0,2,0,24,0,0,9.0,3.0,4.0,3.0,3.0,Newcastle,,4,22.0
414,4.0,John,Ruddy,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
415,5.4,Fabian,Schär,2.2,Available,207,DEF,1,0,0,0.54,0.21,4,3.48,59.4,9.3,27.0,0,0,0,0,1,-2.0,0.0,0.0,8.0,1.0,Newcastle,,4,7.0
416,4.0,Matt,Targett,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
417,5.5,Sandro,Tonali,0.8,Available,83,MID,0,0,0,0.48,0.12,1,1.24,22.6,19.0,41.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,Newcastle,,4,3.0
418,5.7,Kieran,Trippier,0.8,Available,131,DEF,0,0,0,0.00,0.06,2,2.91,17.8,22.4,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0,Newcastle,,4,3.0
419,4.5,Joe,White,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
420,4.8,Joe,Willock,1.5,Available,110,MID,0,1,0,0.16,0.11,2,2.07,37.4,66.3,16.0,0,0,0,0,0,0.0,1.0,0.0,4.0,1.0,Newcastle,,4,6.0
421,6.9,Callum,Wilson,0.0,Injured,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
574,4.0,Miodrag,Pivaš,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Newcastle,,4,0.0
590,5.0,William,Osula,0.2,Available,7,FWD,0,0,0,0.00,0.00,1,0.47,1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Newcastle,,4,1.0
26,4.4,Álex,Moreno Lopera,2.0,Available,124,DEF,0,0,1,0.00,0.01,2,1.24,22.0,4.6,0.0,1,0,0,1,0,0.0,0.0,0.0,6.0,0.0,Nott'm Forest,,3,6.0
422,4.5,Ola,Aina,3.3,Available,413,DEF,0,0,2,0.03,0.23,3,3.31,67.8,34.5,4.0,5,0,0,1,0,1.0,9.0,2.0,8.0,0.0,Nott'm Forest,,3,20.0
423,5.0,Elliot,Anderson,3.3,Available,300,MID,0,1,2,0.10,0.12,4,3.07,81.8,58.3,30.0,2,0,0,1,0,1.0,3.0,6.0,3.0,1.0,Nott'm Forest,,3,14.0
424,5.7,Taiwo,Awoniyi,0.3,Available,34,FWD,0,0,0,0.12,0.03,1,0.60,7.8,2.5,21.0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,Nott'm Forest,,3,3.0
425,4.4,Willy,Boly,0.0,Doubtful,91,DEF,0,0,0,0.07,0.00,1,1.22,32.0,0.2,17.0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,Nott'm Forest,,3,3.0
426,4.5,Josh,Bowler,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
427,4.3,Carlos Miguel,dos Santos Pereira,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
428,4.5,Eric,da Silva Moreira,0.0,Available,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
429,4.8,Danilo,dos Santos de Oliveira,0.0,Injured,14,MID,0,0,0,0.00,0.00,0,0.28,0.0,0.1,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,1.0
430,4.9,Emmanuel,Dennis,0.0,Available,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
431,4.9,Nicolás,Domínguez,0.3,Available,104,MID,0,0,0,0.12,0.10,1,1.41,18.6,17.9,5.0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,Nott'm Forest,,3,2.0
432,5.3,Anthony,Elanga,2.0,Available,307,MID,0,1,1,0.49,0.47,3,2.01,50.2,107.1,71.0,0,0,0,1,0,1.0,3.0,2.0,3.0,1.0,Nott'm Forest,,3,10.0
433,6.4,Morgan,Gibbs-White,1.0,Suspended,432,MID,1,0,2,0.79,0.87,4,3.84,83.2,137.7,148.0,2,0,0,1,1,2.0,10.0,1.0,3.0,-1.0,Nott'm Forest,,3,15.0
434,5.4,Callum,Hudson-Odoi,4.3,Available,366,MID,1,1,2,0.44,0.64,3,2.62,80.2,112.0,89.0,1,0,0,1,0,3.0,3.0,2.0,7.0,4.0,Nott'm Forest,,3,19.0
435,4.5,Alex,Mighten,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
436,4.5,Murillo,Santiago Costa dos Santos,3.0,Available,450,DEF,0,0,2,0.00,0.13,4,3.98,110.0,23.3,6.0,1,0,0,0,0,2.0,7.0,2.0,6.0,1.0,Nott'm Forest,,3,18.0
437,4.5,Neco,Williams,1.0,Available,325,DEF,0,0,1,0.43,0.18,2,2.74,61.2,49.2,40.0,0,0,0,2,0,1.0,6.0,2.0,1.0,0.0,Nott'm Forest,,3,10.0
438,4.5,Omar,Richards,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
439,5.0,Lewis,O'Brien,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
440,4.4,Andrew,Omobamidele,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
441,4.0,Jonathan,Panzo,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
442,4.5,Ibrahim,Sangaré,0.0,Injured,212,MID,0,0,1,0.02,0.06,2,1.98,38.8,16.4,19.0,0,0,0,2,0,2.0,2.0,0.0,0.0,0.0,Nott'm Forest,,3,4.0
443,4.5,Matz,Sels,4.0,Available,450,GKP,0,0,2,0.00,0.00,4,3.98,86.2,0.0,0.0,3,0,11,1,0,3.0,6.0,2.0,9.0,1.0,Nott'm Forest,,3,21.0
444,4.4,Harry,Toffolo,0.0,Available,36,DEF,0,0,0,0.02,0.01,1,0.67,9.6,3.0,6.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,1.0
446,4.5,Hwang,Ui-jo,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
447,6.1,Chris,Wood,6.3,Available,386,FWD,3,0,3,2.34,0.13,3,3.23,117.4,40.8,176.0,8,0,0,1,0,9.0,1.0,9.0,2.0,8.0,Nott'm Forest,,3,29.0
448,4.5,Joe,Worrall,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Nott'm Forest,,3,0.0
449,5.0,Ryan,Yates,1.3,Available,266,MID,0,1,1,0.26,0.05,1,2.55,31.8,40.6,47.0,2,0,0,1,0,7.0,1.0,1.0,2.0,1.0,Nott'm Forest,,3,12.0
531,6.3,James,Ward-Prowse,1.3,Available,151,MID,0,0,1,0.00,0.08,3,1.60,16.6,3.1,0.0,0,0,0,0,0,1.0,0.0,0.0,3.0,1.0,Nott'm Forest,,3,5.0
573,4.5,Nikola,Milenković,3.0,Available,360,DEF,0,0,2,0.98,0.02,3,2.76,69.0,21.6,21.0,0,0,0,0,0,0.0,6.0,2.0,6.0,1.0,Nott'm Forest,,3,15.0
596,5.9,João Pedro,Ferreira Silva,1.7,Available,56,MID,0,1,0,0.00,0.27,0,0.65,28.0,23.6,6.0,0,0,0,1,0,0.0,1.0,1.0,1.0,3.0,Nott'm Forest,,3,6.0
620,5.5,Ramón,Sosa,2.3,Available,41,MID,1,0,0,0.65,0.06,0,0.10,41.4,20.8,24.0,0,0,0,0,0,,0.0,1.0,0.0,6.0,Nott'm Forest,,3,7.0
653,4.5,Felipe,Rodrigues da Silva,1.0,Available,27,DEF,0,0,0,0.00,0.00,0,0.16,14.2,0.0,0.0,0,0,0,0,0,,,,1.0,1.0,Nott'm Forest,,3,2.0
14,4.4,Aaron,Ramsdale,2.7,Available,270,GKP,0,0,0,0.00,0.00,7,7.14,114.4,0.0,0.0,0,0,16,0,0,0.0,0.0,2.0,3.0,3.0,Southampton,,2,8.0
27,5.0,Cameron,Archer,0.7,Available,201,FWD,0,0,0,2.28,0.03,4,5.05,10.6,5.8,99.0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,Southampton,,2,4.0
188,4.5,Lesley,Ugochukwu,1.0,Available,94,MID,0,0,0,0.21,0.01,3,2.46,11.6,13.1,4.0,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,Southampton,,2,3.0
397,4.9,Ryan,Fraser,0.5,Available,84,MID,0,0,0,0.00,0.00,1,1.90,12.6,1.8,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,Southampton,,2,2.0
450,4.9,Carlos,Alcaraz Durán,0.0,Unavailable,9,MID,0,0,0,0.07,0.03,0,0.00,8.4,15.9,19.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,Southampton,,2,1.0
451,4.5,Samuel,Amo-Ameyaw,0.0,Available,9,MID,0,0,0,0.02,0.13,0,0.00,4.0,15.0,6.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,Southampton,,2,1.0
452,5.0,Joe,Aribo,1.0,Available,226,MID,0,0,0,0.53,0.49,6,5.65,26.2,50.6,26.0,0,0,0,0,0,2.0,2.0,2.0,0.0,1.0,Southampton,,2,7.0
453,5.4,Adam,Armstrong,0.7,Available,213,FWD,0,0,0,0.78,0.14,4,3.91,10.0,16.7,54.0,0,0,0,1,0,2.0,1.0,1.0,0.0,1.0,Southampton,,2,5.0
454,4.4,Gavin,Bazunu,0.0,Injured,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
455,4.0,Jan,Bednarek,1.3,Available,440,DEF,0,0,0,0.00,0.07,9,9.84,122.2,30.4,4.0,0,0,0,1,0,2.0,1.0,1.0,1.0,2.0,Southampton,,2,7.0
456,4.0,Armel,Bella-Kotchap,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
457,4.0,James,Bree,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
458,4.5,Shea,Charles,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
459,4.9,Samuel,Edozie,0.0,Unavailable,64,MID,0,0,0,0.00,0.15,0,0.31,9.8,19.0,22.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,Southampton,,2,1.0
460,4.0,Ronnie,Edwards,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
461,4.0,Taylor,Harwood-Bellis,1.0,Available,319,DEF,0,0,0,0.07,0.08,5,6.18,70.6,44.9,29.0,0,0,0,2,0,1.0,2.0,0.0,1.0,2.0,Southampton,,2,6.0
462,5.0,Kamaldeen,Sulemana,0.0,Doubtful,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
463,5.0,Adam,Lallana,3.0,Available,93,MID,0,2,0,0.10,0.11,1,2.09,43.0,26.2,10.0,1,0,0,1,0,0.0,0.0,4.0,1.0,4.0,Southampton,,2,9.0
464,4.0,Juan,Larios López,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
465,4.0,Mateusz,Lis,0.0,Unavailable,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
466,4.0,Joe,Lumley,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
467,4.4,Ryan,Manning,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
468,5.0,Sékou,Mara,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
469,4.5,Alex,McCarthy,0.0,Available,180,GKP,0,0,0,0.00,0.00,2,2.70,52.0,0.0,0.0,0,0,7,0,0,2.0,4.0,0.0,0.0,0.0,Southampton,,2,6.0
470,4.9,Paul,Onuachu,0.0,Available,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
471,5.0,Will,Smallbone,0.3,Doubtful,218,MID,0,0,0,0.31,0.54,3,3.67,20.6,56.9,32.0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,Southampton,,2,5.0
